,ID,Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Personal.Loan,Securities.Account,CD.Account,Online,CreditCard
1035,1036,43,17,81,94720,4,2.6,3,0,0,1,0,1,0
1036,1037,53,28,55,94720,4,0.9,1,119,0,0,0,1,1
1037,1038,35,11,40,93106,1,2.4,2,0,0,1,0,1,0
1038,1039,56,30,145,95831,4,5.7,2,0,1,0,1,1,1
1039,1040,41,16,175,94304,2,1.1,3,0,1,0,0,1,0
1040,1041,36,6,78,91107,4,1.8,3,163,0,0,0,0,0
1041,1042,56,32,51,92780,4,1.5,1,0,0,0,0,0,0
1042,1043,64,34,50,95616,4,1.67,3,0,0,0,0,1,0
1043,1044,51,27,21,95630,3,0.4,1,0,0,0,0,1,0
1044,1045,49,24,79,95827,1,0.2,2,83,0,0,0,1,1
1045,1046,43,18,84,92096,1,4.0,3,0,0,0,0,0,0
1046,1047,51,26,34,94105,4,0.4,2,0,0,0,0,0,0
1047,1048,55,31,73,94143,4,1.6,2,0,0,0,0,0,0
1048,1049,62,37,90,95747,3,0.5,1,0,0,0,0,1,0
1049,1050,35,10,23,94501,4,0.2,3,0,0,0,0,1,0
1050,1051,53,27,145,90095,2,6.1,3,294,1,0,1,1,1
1051,1052,33,7,54,92886,4,0.2,1,141,0,1,0,0,0
1052,1053,43,17,49,95812,3,2.2,2,103,0,0,0,1,1
1053,1054,58,32,51,95819,1,2.8,2,0,0,0,0,1,0
1054,1055,63,38,8,95136,4,0.6,2,0,0,0,0,1,0
1055,1056,31,6,62,95630,1,1.0,1,0,0,1,0,1,0
1056,1057,36,6,25,95020,1,0.67,3,0,0,0,0,1,0
1057,1058,30,0,63,95503,2,1.75,3,0,0,0,0,1,0
1058,1059,59,34,24,94105,2,0.2,3,86,0,0,0,1,0
1059,1060,28,2,11,91203,1,0.1,2,0,0,0,0,1,1
1060,1061,59,34,23,93111,1,0.1,1,0,0,0,0,0,1
1061,1062,47,22,33,91105,1,1.4,3,0,0,0,0,1,0
1062,1063,47,21,83,92220,1,3.8,1,97,1,0,0,0,0
1063,1064,56,30,39,90024,3,1.4,1,131,0,0,0,0,1
1064,1065,41,17,138,95008,3,6.9,2,0,1,0,0,1,0
1065,1066,25,1,113,90401,3,2.5,1,0,0,0,0,0,1
1066,1067,30,5,125,90016,4,0.5,3,0,1,0,1,1,0
1067,1068,50,24,195,95035,1,1.7,1,0,0,0,0,0,0
1068,1069,34,9,105,90035,3,1.2,3,0,0,1,0,0,0
1069,1070,44,18,75,91203,2,3.5,1,0,1,0,0,1,0
1070,1071,36,9,40,90840,2,1.0,2,0,0,0,0,1,0
1071,1072,39,14,61,94005,3,0.5,3,137,0,0,0,1,0
1072,1073,54,24,75,90089,2,4.5,3,0,0,0,0,0,0
1073,1074,33,8,122,94583,1,0.0,1,0,0,0,0,1,1
1074,1075,39,14,75,95762,3,3.0,1,0,0,0,0,0,1
1075,1076,41,15,59,90024,4,0.2,3,0,0,0,0,0,0
1076,1077,40,13,24,94608,3,1.0,2,0,0,0,0,1,0
1077,1078,29,3,175,90095,3,3.3,3,329,1,0,0,1,0
1078,1079,51,27,39,92709,2,0.8,1,182,0,0,0,0,1
1079,1080,54,30,145,94591,2,6.8,1,0,0,1,0,0,0
1080,1081,47,22,24,90717,4,0.4,2,142,0,0,0,1,0
1081,1082,53,28,20,94080,3,0.1,2,0,0,0,0,0,0
1082,1083,30,5,85,94115,1,2.6,2,0,0,0,0,1,0
1083,1084,28,3,65,95014,3,2.6,3,0,0,1,0,0,0
1084,1085,60,35,191,93407,4,5.6,3,0,1,0,0,0,0
1085,1086,51,26,11,92612,2,0.0,1,0,0,1,0,0,0
1086,1087,63,37,40,94024,2,1.0,3,167,0,0,0,0,0
1087,1088,38,13,54,92028,3,0.7,2,196,0,0,0,0,0
1088,1089,59,35,95,95521,1,3.8,1,0,0,0,0,1,1
1089,1090,53,29,94,92103,4,1.0,2,0,0,0,0,1,0
1090,1091,31,5,79,94720,4,2.2,2,0,0,0,0,0,0
1091,1092,41,17,48,94720,3,0.3,3,0,0,0,0,1,1
1092,1093,25,1,70,92120,4,2.6,1,0,0,1,0,1,0
1093,1094,27,3,40,94550,3,0.1,2,111,0,0,0,1,0
1094,1095,50,24,44,94086,4,1.8,1,0,0,0,0,1,1
1095,1096,50,25,43,92129,1,1.4,3,137,0,0,0,1,0
1096,1097,43,18,29,90245,1,0.3,3,0,0,0,0,1,0
1097,1098,50,24,188,92007,3,1.3,1,184,1,0,0,0,1
1098,1099,46,20,114,90720,1,0.0,1,0,0,0,0,1,1
1099,1100,30,6,52,92717,3,0.7,2,0,0,0,0,1,0
1100,1101,42,16,13,91711,1,0.2,1,0,0,0,0,1,0
1101,1102,42,17,95,90095,3,0.5,3,0,0,0,0,0,0
1102,1103,29,3,84,95023,1,2.9,3,0,0,0,0,1,0
1103,1104,38,14,49,90037,1,1.8,1,0,0,0,0,0,0
1104,1105,51,25,181,93106,1,1.7,1,0,0,0,0,1,1
1105,1106,35,10,182,95051,1,0.3,2,229,1,0,1,1,1
1106,1107,37,13,70,92101,2,2.7,1,0,0,0,0,0,0
1107,1108,47,21,79,94110,3,1.1,1,185,0,0,0,1,1
1108,1109,55,29,61,95051,4,2.8,2,0,0,0,0,1,1
1109,1110,65,41,121,92126,2,2.1,1,0,0,0,0,1,0
1110,1111,58,33,34,92028,3,0.2,1,83,0,0,0,1,0
1111,1112,54,28,183,90071,1,1.0,1,442,0,0,0,0,0
1112,1113,52,28,51,94949,1,1.6,3,0,0,1,0,0,1
1113,1114,28,2,70,90630,3,0.3,3,0,0,0,0,0,1
1114,1115,32,8,39,95827,1,1.7,1,0,0,0,0,1,1
1115,1116,51,24,84,94117,3,2.0,2,0,0,0,0,0,0
1116,1117,43,18,122,92056,1,7.0,1,0,0,0,0,1,1
1117,1118,42,18,145,94709,1,1.7,1,132,0,0,0,1,1
1118,1119,42,17,98,95670,2,0.4,1,0,0,0,0,1,1
1119,1120,41,16,79,96064,1,1.0,3,233,0,0,0,1,0
1120,1121,34,8,38,94304,2,2.0,3,0,0,0,0,1,1
1121,1122,30,6,49,91330,3,0.7,2,196,0,0,0,0,1
1122,1123,32,7,38,90041,1,1.0,1,0,0,0,0,1,0
1123,1124,46,20,91,92521,4,2.6,3,0,0,0,0,0,0
1124,1125,38,12,29,94022,4,0.2,1,0,0,0,0,0,1
1125,1126,37,13,172,95003,2,6.5,1,0,0,0,0,0,0
1126,1127,32,8,104,95192,2,3.7,1,0,1,0,0,0,1
1127,1128,35,9,58,91101,1,2.5,1,0,0,0,0,1,1
1128,1129,30,5,171,94025,2,1.9,2,0,1,0,0,0,0
1129,1130,30,4,73,94305,3,3.3,1,0,1,0,1,1,1
1130,1131,58,32,191,94402,1,2.9,1,0,0,0,0,0,0
1131,1132,57,27,90,91709,2,4.5,3,0,0,0,0,1,0
1132,1133,34,9,55,94920,3,2.3,1,0,0,1,1,1,1
1133,1134,31,4,28,94126,1,2.0,2,0,0,0,0,0,0
1134,1135,39,14,42,95616,1,2.5,3,0,0,0,0,1,0
1135,1136,57,33,9,93106,1,0.1,2,91,0,1,0,1,0
1136,1137,47,21,65,94086,1,1.5,2,0,0,1,0,1,0
1137,1138,51,26,134,90230,4,4.5,3,0,1,1,1,1,0
1138,1139,30,6,83,93101,4,3.4,1,0,0,1,0,1,0
1139,1140,55,28,38,95616,3,1.0,2,0,0,0,0,1,0
1140,1141,32,6,13,94611,4,0.3,1,0,0,0,0,1,1
1141,1142,32,7,143,91365,3,2.9,3,0,1,0,0,1,0
1142,1143,44,20,75,91335,4,1.9,1,0,0,0,0,0,0
1143,1144,33,7,120,94022,1,3.2,3,0,1,0,0,1,0
1144,1145,49,24,91,95822,1,2.8,2,0,0,0,0,0,0
1145,1146,32,6,99,92101,2,1.5,3,0,0,0,0,0,1
1146,1147,31,7,71,90034,1,0.1,1,78,0,1,0,0,0
1147,1148,37,13,111,91367,1,0.8,2,0,0,0,0,0,0
1148,1149,41,15,108,90034,1,5.2,1,0,0,0,0,0,0
1149,1150,56,32,158,91763,1,7.4,1,0,0,0,0,0,0
1150,1151,55,31,81,95521,3,2.67,1,0,0,0,0,1,0
1151,1152,49,23,12,94720,2,0.1,3,0,0,1,1,1,0
1152,1153,63,37,21,95831,2,0.4,1,0,0,0,0,1,0
1153,1154,55,30,55,92821,4,0.9,1,215,0,0,0,1,1
1154,1155,59,35,42,93555,1,1.8,3,0,0,0,0,1,0
1155,1156,41,16,81,92653,2,0.4,1,0,0,0,0,0,1
1156,1157,49,25,13,94305,4,0.2,1,87,0,0,0,0,0
1157,1158,48,23,132,94998,1,0.6,1,157,0,0,0,0,0
1158,1159,41,16,99,92660,1,1.0,3,0,0,0,0,1,0
1159,1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1
1160,1161,28,1,40,95134,1,2.0,2,0,0,1,0,1,0
1161,1162,36,11,181,94309,3,1.4,1,0,1,0,0,0,0
1162,1163,38,14,112,94501,2,2.2,1,394,0,0,0,0,0
1163,1164,34,9,138,94720,2,7.8,1,227,0,0,0,1,0
1164,1165,41,17,94,90071,3,3.8,2,327,1,1,1,1,0
1165,1166,43,19,113,91203,1,1.7,1,0,0,0,0,0,0
1166,1167,30,5,112,91711,4,5.0,2,0,1,0,0,0,1
1167,1168,37,12,190,92354,2,3.0,1,475,0,0,0,1,0
1168,1169,62,37,38,91706,1,1.1,3,0,0,0,0,1,0
1169,1170,40,16,32,92110,1,1.4,3,158,0,0,0,1,0
1170,1171,35,10,104,91320,3,0.6,2,0,0,0,0,0,1
1171,1172,64,40,43,95014,1,1.9,2,0,0,0,0,1,0
1172,1173,49,24,45,92104,3,1.7,2,0,0,1,0,1,0
1173,1174,24,-1,35,94305,2,1.7,2,0,0,0,0,0,0
1174,1175,36,10,42,93106,4,1.2,2,0,0,0,0,1,1
1175,1176,29,4,58,91006,1,0.8,2,0,0,0,0,1,1
1176,1177,29,3,103,90049,4,3.4,1,0,1,0,0,1,0
1177,1178,28,3,71,90405,1,3.3,2,149,1,1,1,1,0
1178,1179,33,7,14,94025,1,0.4,2,98,0,0,0,1,0
1179,1180,36,11,98,90291,3,1.2,3,0,0,1,0,0,1
1180,1181,42,17,90,90504,1,0.1,2,0,0,0,0,0,1
1181,1182,25,0,65,90095,4,0.2,1,0,0,1,0,0,0
1182,1183,28,2,19,94720,4,0.4,1,0,0,0,0,1,1
1183,1184,50,25,35,94105,3,1.7,2,0,0,0,0,1,1
1184,1185,34,9,71,90041,4,1.3,1,0,0,0,0,1,0
1185,1186,43,19,31,94025,3,0.5,1,0,0,0,0,0,0
1186,1187,62,38,43,94928,4,1.2,2,0,0,0,0,1,0
1187,1188,61,36,24,94309,1,1.5,2,87,0,1,0,0,0
1188,1189,45,19,58,94305,2,0.4,3,0,0,1,0,0,1
1189,1190,42,17,115,92717,2,0.4,1,0,0,0,0,1,0
1190,1191,39,15,168,93117,2,8.0,1,152,0,1,0,0,0
1191,1192,29,5,128,94111,1,1.5,1,0,0,0,0,1,1
1192,1193,45,20,138,92870,1,7.0,1,0,0,0,0,0,1
1193,1194,58,32,81,92121,3,1.7,2,0,0,0,0,1,1
1194,1195,29,3,41,94305,4,1.3,3,0,0,0,0,1,0
1195,1196,32,7,123,92407,2,2.9,2,0,1,0,0,1,0
1196,1197,37,13,71,94609,2,2.7,1,94,0,0,0,1,0
1197,1198,48,23,8,92866,1,0.4,3,0,0,0,0,0,1
1198,1199,40,14,42,94801,2,0.7,1,101,0,0,0,1,0
1199,1200,29,4,62,92064,2,2.5,1,184,0,0,0,1,0
1200,1201,36,12,22,92507,4,1.0,1,91,0,1,0,1,0
1201,1202,35,8,38,95060,4,1.0,2,0,0,0,0,1,0
1202,1203,35,11,24,95521,4,0.4,2,0,0,0,0,0,0
1203,1204,62,37,50,91311,3,2.4,1,0,0,0,0,1,0
1204,1205,26,1,190,91604,4,1.3,2,197,1,0,0,1,0
1205,1206,32,7,94,91361,2,3.1,1,0,0,0,0,1,0
1206,1207,63,37,165,95035,4,5.1,3,0,1,0,0,0,0
1207,1208,38,12,43,94301,4,1.2,2,0,0,0,0,0,1
1208,1209,50,26,48,91711,1,1.6,2,0,0,0,0,0,1
1209,1210,46,21,52,91304,3,2.7,2,228,0,0,0,0,1
1210,1211,50,24,84,93943,4,4.9,1,0,0,0,0,1,0
1211,1212,61,36,131,92407,1,0.9,1,0,0,0,0,1,0
1212,1213,34,8,44,91101,4,0.2,1,0,0,0,0,0,0
1213,1214,27,2,78,93943,4,0.2,1,87,0,0,0,0,0
1214,1215,61,36,15,92521,4,0.4,2,0,0,0,0,0,0
1215,1216,45,20,38,94550,4,1.9,3,144,0,0,0,1,1
1216,1217,50,25,84,91107,1,1.3,3,0,0,1,0,1,0
1217,1218,44,20,122,94305,1,0.3,1,0,0,0,0,1,0
1218,1219,62,36,98,92122,2,2.8,1,0,0,0,0,0,0
1219,1220,45,18,80,92407,3,2.67,2,0,0,0,0,0,0
1220,1221,41,17,165,94143,2,8.0,1,0,0,0,0,1,0
1221,1222,30,5,121,94132,2,3.3,1,0,0,0,0,0,1
1222,1223,61,37,20,90011,3,0.4,2,94,0,0,0,0,0
1223,1224,45,19,11,96150,1,0.2,1,91,0,0,0,0,0
1224,1225,59,35,45,94920,1,1.8,3,0,0,0,0,1,0
1225,1226,30,6,118,94534,2,2.8,2,0,1,0,0,0,0
1226,1227,60,36,14,90089,2,0.3,1,109,0,0,0,1,1
1227,1228,39,13,30,92122,3,0.2,2,0,0,0,0,0,0
1228,1229,56,30,45,92870,1,0.2,1,98,0,0,0,0,0
1229,1230,56,32,80,94596,3,2.67,1,0,0,0,0,1,0
1230,1231,27,1,25,94920,4,0.3,2,0,0,0,0,1,1
1231,1232,66,41,144,94306,1,2.5,1,0,0,1,1,1,1
1232,1233,43,19,84,92646,4,0.2,3,297,0,0,0,1,0
1233,1234,53,29,22,93943,2,0.4,1,0,0,0,0,1,0
1234,1235,44,18,33,90405,3,1.5,1,0,0,0,0,1,1
1235,1236,54,28,60,94110,4,2.6,3,0,0,0,0,0,0
1236,1237,31,6,81,95762,4,2.2,2,116,0,0,0,1,0
1237,1238,38,13,169,92093,1,6.8,3,0,1,0,1,1,1
1238,1239,28,2,63,91116,2,1.6,3,0,0,0,0,1,0
1239,1240,51,26,12,90245,2,0.7,3,109,0,0,0,1,1
1240,1241,52,27,15,91320,4,0.8,1,101,0,0,0,0,0
1241,1242,64,38,39,92120,1,0.5,3,0,0,1,1,1,1
1242,1243,29,4,44,91380,4,2.0,2,0,0,0,0,1,0
1243,1244,34,10,110,92697,1,4.0,1,0,0,0,0,1,0
1244,1245,33,8,130,94720,3,6.3,2,99,1,0,0,0,1
1245,1246,46,21,41,94025,1,1.4,3,128,0,0,0,1,0
1246,1247,48,22,59,91775,1,1.4,3,241,0,0,0,1,0
1247,1248,52,28,39,94606,2,0.8,1,0,0,0,0,1,0
1248,1249,44,19,35,94305,4,0.0,2,0,0,0,0,1,0
1249,1250,51,27,80,90032,1,2.6,2,0,0,0,0,1,1
1250,1251,47,20,81,94301,1,2.67,2,0,0,0,0,1,0
1251,1252,39,13,31,95120,2,0.8,3,0,0,0,0,0,0
1252,1253,42,17,93,92182,4,1.9,3,0,0,0,0,0,0
1253,1254,57,33,45,92346,4,1.5,1,204,0,0,0,1,0
1254,1255,36,12,40,91101,2,0.6,3,0,0,0,0,1,1
1255,1256,27,1,80,95354,2,1.6,3,185,0,0,0,1,1
1256,1257,31,7,20,92115,1,0.4,3,0,0,0,0,1,0
1257,1258,63,37,41,93014,1,0.5,3,0,0,0,0,0,1
1258,1259,34,8,31,91203,1,0.3,1,104,0,0,0,1,1
1259,1260,52,27,35,95616,4,0.2,2,0,0,0,0,1,0
1260,1261,57,31,40,91107,3,1.4,3,137,0,0,0,1,1
1261,1262,63,39,84,94901,1,1.8,3,0,0,0,0,0,0
1262,1263,26,1,53,94720,2,1.6,3,0,0,0,0,1,0
1263,1264,35,5,85,92870,4,4.0,3,0,0,0,0,1,0
1264,1265,58,33,138,94546,2,3.9,1,0,0,0,0,1,0
1265,1266,32,2,71,95014,2,1.75,3,108,0,0,0,0,0
1266,1267,64,39,113,92121,1,0.8,3,0,0,0,0,0,1
1267,1268,50,23,23,94720,2,1.0,2,0,0,1,0,0,0
1268,1269,34,9,62,92677,3,2.3,1,0,0,0,0,0,0
1269,1270,36,11,14,92673,4,0.2,3,100,0,0,0,1,1
1270,1271,43,18,60,91311,2,2.2,3,0,0,0,0,0,1
1271,1272,28,4,94,92115,3,0.8,1,236,0,0,0,1,0
1272,1273,64,39,83,95616,3,1.8,2,0,0,0,0,1,0
1273,1274,60,35,130,95741,3,6.3,3,437,1,0,1,1,1
1274,1275,62,37,61,93117,4,1.7,1,0,0,0,0,0,0
1275,1276,27,2,92,95616,2,3.1,1,178,0,0,0,1,0
1276,1277,42,16,20,95351,2,0.8,3,117,0,0,0,1,1
1277,1278,45,20,194,92110,2,8.8,1,428,0,0,0,0,0
1278,1279,36,10,74,94305,1,2.5,1,0,0,0,0,0,1
1279,1280,48,22,84,90024,2,0.4,3,145,0,0,0,0,0
1280,1281,65,40,98,95064,3,1.8,2,333,0,0,0,0,0
1281,1282,39,15,52,92093,3,2.33,1,0,0,0,0,1,0
1282,1283,51,26,55,93955,1,1.3,2,236,0,0,0,0,1
1283,1284,30,6,64,94305,4,3.4,1,117,0,0,0,0,0
1284,1285,65,40,128,90740,1,2.5,1,162,0,0,0,1,0
1285,1286,38,13,113,94720,4,1.7,2,0,1,0,0,0,1
1286,1287,29,3,50,94010,3,1.1,2,0,0,0,0,0,1
1287,1288,42,18,54,94010,4,2.2,2,0,0,0,0,0,0
1288,1289,63,38,129,91326,1,0.9,1,366,0,0,0,1,0
1289,1290,46,21,82,94523,4,0.4,1,0,0,0,0,0,0
1290,1291,62,38,100,90277,4,1.7,2,0,0,0,0,1,0
1291,1292,58,34,44,94111,4,2.2,1,0,0,1,0,0,0
1292,1293,56,30,164,94610,4,0.5,2,234,1,0,1,1,1
1293,1294,56,31,81,92373,2,3.7,1,121,0,0,0,1,1
1294,1295,34,10,71,95003,1,0.1,1,257,0,0,0,1,1
1295,1296,42,17,28,92866,1,0.5,3,90,0,0,0,0,0
1296,1297,30,6,80,92399,3,1.5,1,219,0,0,0,1,0
1297,1298,61,35,90,95814,4,1.9,2,0,0,0,0,1,0
1298,1299,38,14,74,90274,1,3.6,2,0,0,0,0,1,1
1299,1300,50,25,14,95762,2,0.7,3,0,0,1,0,1,0
1300,1301,61,36,23,91754,2,0.5,2,103,0,0,0,1,0
1301,1302,41,17,153,92121,1,1.7,1,337,0,0,0,0,1
1302,1303,42,16,38,94087,3,0.9,3,0,0,0,0,0,0
1303,1304,29,5,112,94720,2,2.0,2,382,0,1,0,0,0
1304,1305,51,26,145,90025,1,8.1,1,397,0,0,0,0,1
1305,1306,32,6,28,94025,2,0.3,2,88,0,0,0,1,0
1306,1307,34,9,31,94115,4,1.1,3,0,0,0,0,1,1
1307,1308,26,2,195,94546,1,6.33,1,0,0,0,0,1,1
1308,1309,54,24,50,92037,3,2.0,3,0,0,0,0,1,1
1309,1310,38,14,71,95136,4,2.0,3,0,0,0,0,0,0
1310,1311,62,36,21,95616,3,0.3,3,0,0,0,0,0,0
1311,1312,37,11,35,90044,2,0.8,3,125,0,0,0,0,0
1312,1313,46,21,42,92691,1,2.4,1,0,0,0,0,1,1
1313,1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0
1314,1315,32,6,73,94305,4,2.2,2,0,0,0,0,0,0
1315,1316,49,25,53,95134,2,1.0,3,181,0,0,0,0,0
1316,1317,28,3,51,94086,2,1.6,3,123,0,0,0,0,0
1317,1318,55,30,40,95521,2,2.3,3,0,0,0,0,1,0
1318,1319,52,26,178,94234,1,1.0,1,0,0,0,0,0,0
1319,1320,32,6,35,94005,2,0.3,1,0,0,0,0,0,1
1320,1321,31,7,192,90250,1,0.0,2,0,1,0,0,1,0
1321,1322,27,3,123,95138,1,5.4,1,0,0,0,0,0,0
1322,1323,32,5,48,94022,2,1.67,2,0,0,1,1,1,1
1323,1324,52,26,45,91604,3,0.6,2,0,0,0,0,0,0
1324,1325,52,28,15,95064,1,0.2,1,0,0,0,0,1,0
1325,1326,50,24,79,94304,1,0.3,1,120,0,0,0,1,0
1326,1327,32,5,63,90024,4,2.0,2,0,0,1,0,1,0
1327,1328,61,35,30,94720,2,0.2,3,0,0,0,0,1,0
1328,1329,60,36,145,95616,4,6.9,1,380,1,0,0,0,1
1329,1330,28,4,32,90095,3,1.0,2,0,0,0,0,0,0
1330,1331,34,9,64,92346,2,0.1,1,224,0,0,0,1,1
1331,1332,31,7,84,92692,1,0.1,1,0,0,0,0,1,0
1332,1333,31,5,21,94309,1,0.4,2,0,0,0,0,1,0
1333,1334,62,38,99,95014,4,1.7,2,0,0,0,0,1,0
1334,1335,47,22,35,94304,2,1.3,1,0,0,0,0,1,0
1335,1336,50,24,180,94539,1,1.7,1,0,0,0,0,1,1
1336,1337,36,12,42,93555,1,1.33,1,0,0,0,0,1,0
1337,1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0
1338,1339,51,27,42,90245,4,0.1,3,0,0,0,0,0,0
1339,1340,52,25,180,94545,2,9.0,2,297,1,0,0,1,0
1340,1341,35,11,82,94131,4,3.4,1,0,0,0,0,0,0
1341,1342,42,16,55,91355,2,0.7,1,149,0,0,0,0,0
1342,1343,36,12,79,90041,2,2.2,1,0,0,0,0,1,0
1343,1344,41,17,48,92831,2,0.6,3,215,0,0,0,0,1
1344,1345,49,25,93,93117,1,2.7,1,0,0,1,0,1,0
1345,1346,57,32,23,92126,2,0.2,3,0,0,0,0,0,0
1346,1347,44,20,50,95670,3,2.33,1,200,0,0,0,0,0
1347,1348,60,34,85,91367,2,2.0,1,0,0,0,0,1,0
1348,1349,38,14,35,95051,1,1.5,2,97,0,0,0,1,0
1349,1350,26,2,171,93943,3,6.0,2,0,1,0,0,1,0
1350,1351,29,2,29,90266,4,1.5,2,0,0,0,0,0,1
1351,1352,59,35,84,94588,1,1.8,3,0,0,0,0,1,1
1352,1353,51,27,20,90401,4,0.5,2,0,0,0,0,1,0
1353,1354,50,25,14,94124,1,0.4,3,0,0,0,0,1,1
1354,1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0
1355,1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0
1356,1357,42,16,74,90066,1,2.8,1,0,0,0,0,1,0
1357,1358,55,29,53,95134,1,1.4,1,0,0,0,0,0,0
1358,1359,50,25,83,92007,1,2.8,2,0,0,0,0,1,1
1359,1360,64,40,171,90034,2,2.1,1,433,0,0,0,0,0
1360,1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0
1361,1362,50,26,38,95039,4,0.9,2,0,0,0,0,1,0
1362,1363,31,5,85,92130,3,1.6,1,157,0,0,0,1,1
1363,1364,32,8,79,92115,1,0.1,1,0,0,0,0,0,0
1364,1365,44,19,69,92129,4,0.4,1,0,0,0,0,0,0
1365,1366,60,35,43,94720,3,0.9,3,0,0,0,0,1,1
1366,1367,60,34,33,91107,2,0.3,1,101,0,0,0,1,0
1367,1368,62,38,42,95747,3,0.1,3,149,0,0,0,0,1
1368,1369,46,21,40,94025,4,1.9,3,122,0,0,0,1,0
1369,1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0
1370,1371,30,5,20,94545,4,0.5,3,117,0,0,0,0,0
1371,1372,58,32,65,95621,3,2.5,1,222,0,0,0,1,0
1372,1373,39,13,139,95616,3,3.4,1,483,1,0,0,1,0
1373,1374,60,35,135,92612,3,0.3,3,0,1,0,0,1,0
1374,1375,59,34,84,94043,3,1.6,3,0,0,0,0,1,0
1375,1376,50,26,179,92612,1,2.9,3,0,1,0,0,0,1
1376,1377,63,39,45,92870,4,1.3,2,86,0,0,0,0,0
1377,1378,27,3,109,93023,2,2.5,1,0,0,0,0,1,0
1378,1379,54,29,34,93305,4,0.1,3,0,0,0,0,1,0
1379,1380,62,37,162,95051,1,1.3,1,0,0,0,0,1,0
1380,1381,60,34,105,92103,2,1.4,1,0,0,0,0,1,0
1381,1382,38,12,22,91380,3,0.2,2,0,0,0,0,1,0
1382,1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1
1383,1384,65,41,105,95616,4,1.7,2,230,0,1,0,1,0
1384,1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0
1385,1386,57,31,82,95032,2,2.0,1,83,0,0,0,0,1
1386,1387,27,3,72,95616,4,0.0,1,0,0,0,0,1,0
1387,1388,35,10,38,95762,4,1.7,1,0,0,0,0,1,1
1388,1389,52,28,25,90212,4,1.0,1,0,0,0,0,0,0
1389,1390,45,15,20,94107,1,0.75,3,0,0,0,0,1,0
1390,1391,29,3,80,94305,4,1.8,2,0,0,0,0,1,1
1391,1392,44,18,84,91330,3,1.1,1,0,0,0,0,0,0
1392,1393,47,23,33,90095,1,1.0,1,0,0,0,0,1,1
1393,1394,62,37,55,95039,3,0.9,3,0,0,0,0,1,0
1394,1395,52,27,33,90095,2,0.7,2,0,0,0,0,0,1
1395,1396,47,23,190,92831,4,0.3,3,305,1,0,0,0,0
1396,1397,42,18,43,91107,1,0.3,3,158,0,0,0,0,0
1397,1398,65,41,45,95521,3,0.1,3,0,0,0,0,1,0
1398,1399,42,18,141,93407,1,3.5,1,0,0,0,0,0,0
1399,1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0
1400,1401,32,8,78,90401,4,0.1,2,0,0,0,0,1,0
1401,1402,40,15,84,94521,1,3.7,3,0,0,0,0,1,0
1402,1403,55,29,172,95064,1,5.2,2,0,1,0,0,0,0
1403,1404,32,6,51,93109,4,0.2,1,154,0,1,0,0,1
1404,1405,58,28,75,92121,1,1.4,3,0,0,0,0,1,0
1405,1406,46,22,183,91605,1,3.1,2,0,1,0,1,1,1
1406,1407,53,23,20,92123,4,0.4,3,0,0,0,0,1,1
1407,1408,63,39,101,94306,2,3.9,3,294,1,0,0,1,0
1408,1409,40,14,129,90089,1,5.9,3,0,1,0,0,1,0
1409,1410,41,17,63,90745,2,3.2,1,0,0,0,0,0,0
1410,1411,60,35,44,92126,4,2.1,1,0,0,0,0,0,0
1411,1412,65,39,184,91302,1,5.4,3,176,1,0,1,1,1
1412,1413,59,33,100,95064,2,2.0,1,127,0,0,0,0,0
1413,1414,48,24,12,90058,3,0.4,1,0,0,0,0,0,0
1414,1415,59,33,68,94105,2,2.3,3,128,0,1,0,1,0
1415,1416,33,8,48,94019,1,1.0,1,212,0,0,0,1,0
1416,1417,40,15,82,93101,2,0.4,1,0,0,0,0,0,0
1417,1418,42,18,52,94061,2,2.5,1,0,0,0,0,0,0
1418,1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1
1419,1420,30,4,39,91105,1,1.5,1,0,0,0,0,0,1
1420,1421,30,4,40,91605,1,0.3,1,0,0,0,1,1,1
1421,1422,42,17,54,94720,4,1.9,3,164,0,0,0,0,0
1422,1423,32,8,32,94143,2,1.0,2,103,0,0,1,1,1
1423,1424,55,30,64,90250,2,2.3,3,0,0,0,0,0,0
1424,1425,29,3,92,94539,2,1.3,1,287,0,0,0,1,0
1425,1426,64,38,40,91330,1,2.5,3,94,0,0,0,1,1
1426,1427,37,11,60,96651,3,0.5,3,0,0,0,0,1,0
1427,1428,31,5,85,95828,2,1.3,1,119,0,0,0,1,1
1428,1429,25,-1,21,94583,4,0.4,1,90,0,0,0,1,0
1429,1430,31,5,35,95064,1,0.6,3,171,0,0,0,0,0
1430,1431,32,7,52,92660,2,0.1,1,0,0,0,0,1,0
1431,1432,58,34,128,90058,1,7.4,1,0,0,0,0,0,0
